index	commit	upstream_commit	android_commit	subject	CVE	Fixes_tag	subsystem	files	security	corruption	memory_safety	deadlock	race	encryption	performance	on_disk_change	requires_fscrypt_change	requires_block_change	requires_kabi_change	dependencies	already_present	applicable_to_6.12.35	risk	recommended	status
64	b72d775424f578a1c76fba5c569504aa611e6c45	0eda086de85e140f53c6123a4c00662f4e614ee4		f2fs: fix to check sysfs filename w/ gc_pin_file_thresh correctly 		c521a6ab4ad7	F2FS	fs/f2fs/sysfs.c	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO		FUNCTIONAL_REVIEW_REQUIRED	NOT_YET_TESTED	LOW	OPTIONAL_REVIEW	DEFERRED
65	4ef30b9f1641c9e877792df6b049f1cf507d002d	98ea0039dbfdd00e5cc1b9a8afa40434476c0955		f2fs: fix out-of-bounds access in sysfs attribute read/write 		b59d0bae6ca3	F2FS	fs/f2fs/sysfs.c	NO	NO	YES	NO	NO	NO	NO	NO	NO	NO	NO		FUNCTIONAL_REVIEW_REQUIRED	YES	MEDIUM	MUST_BACKPORT	APPLIED_F2FS_S04_STATIC_PASS
66	1ff415eef513bf12deb058fc50d57788c46c48e6	5c145c03188bc9ba1c29e0bc4d527a5978fc47f9		f2fs: fix to avoid mapping wrong physical block for swapfile 		9703d69d9d15	F2FS	fs/f2fs/data.c	NO	YES	NO	NO	NO	NO	NO	NO	NO	NO	NO		FUNCTIONAL_REVIEW_REQUIRED	YES	MEDIUM	MUST_BACKPORT	APPLIED_F2FS_S06_STATIC_PASS
67	cf4a9e1bc8129eb63fda5f8bdcd8d87f0bd76f42	ce2739e482bce8d2c014d76c4531c877f382aa54		f2fs: fix to avoid UAF in f2fs_write_end_io() 		e234088758fc	F2FS	fs/f2fs/data.c	NO	NO	YES	NO	NO	NO	NO	NO	NO	NO	NO		FUNCTIONAL_REVIEW_REQUIRED	YES	MEDIUM	MUST_BACKPORT	APPLIED_F2FS_S04_STATIC_PASS
68	962c167b0f262b9962207fbeaa531721d55ea00e	7633a7387eb4d0259d6bea945e1d3469cd135bbc		f2fs: fix IS_CHECKPOINTED flag inconsistency issue caused by concurrent atomic commit and checkpoint writes 		608514deba38	F2FS	fs/f2fs/node.c	NO	YES	NO	NO	YES	NO	NO	NO	NO	NO	NO		FUNCTIONAL_REVIEW_REQUIRED	YES	MEDIUM	SHOULD_BACKPORT	APPLIED_F2FS_S04_STATIC_PASS
69	771ba4c6a805ae857da05e3e674c53f9de99f49a	2df8b310bcfe76827fd71092f58a2493ee6590b0		dm: use bio_clone_blkg_association 		ca522482e3eaf	DM	drivers/md/dm.c	NO	NO	NO	NO	NO	NO	NO	NO	NO	YES	NO		FUNCTIONAL_REVIEW_REQUIRED	NOT_YET_TESTED	HIGH	DO_NOT_BACKPORT	DEFERRED
70	7c002e242ddd06988fc087d79abf5a5bcd363674	8e2a9b656474d67c55010f2c003ea2cf889a19ff		f2fs: compress: change the first parameter of page_array_{alloc,free} to sbi 			F2FS	fs/f2fs/compress.c	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO		FUNCTIONAL_REVIEW_REQUIRED	YES	LOW	MUST_BACKPORT	APPLIED_F2FS_S06_STATIC_PASS
71	cc81768212cdc509e5a986274db7bc24d18cde19	39868685c2a94a70762bc6d77dc81d781d05bff5		f2fs: compress: fix UAF of f2fs_inode_info in f2fs_free_dic 		bff139b49d9f	F2FS	fs/f2fs/compress.c,fs/f2fs/f2fs.h	NO	NO	YES	NO	NO	NO	NO	NO	NO	NO	NO	7c002e242ddd06988fc087d79abf5a5bcd363674	FUNCTIONAL_REVIEW_REQUIRED	YES	MEDIUM	MUST_BACKPORT	APPLIED_F2FS_S06_STATIC_PASS
72	25d2dc669f2a7e48b335d1cb07139f2ffc9fe5df	d625a2b08c089397d3a03bff13fa8645e4ec7a01		f2fs: fix to avoid migrating empty section 		9703d69d9d15	F2FS	fs/f2fs/gc.c	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO		FUNCTIONAL_REVIEW_REQUIRED	NOT_YET_TESTED	LOW	SHOULD_BACKPORT	DEFERRED_AFTER_REVIEW
73	c78206dcb912ab60b8ee3cbe8c48d749a9a12e1e	3cf11e6f36c170050c12171dd6fd3142711478fc		f2fs: fix to avoid memory leak in f2fs_rename() 		40b2d55e0452	F2FS	fs/f2fs/namei.c	NO	NO	YES	NO	NO	NO	NO	NO	NO	NO	NO		FUNCTIONAL_REVIEW_REQUIRED	YES	MEDIUM	MUST_BACKPORT	APPLIED_F2FS_S04_STATIC_PASS
74	f5154cf3ce1c8193f0c1891d3769f62740cfe6fe	39d4ee19c1e7d753dd655aebee632271b171f43a		f2fs: fix use-after-free of sbi in f2fs_compress_write_end_io() 		4c8ff7095bef	F2FS	fs/f2fs/compress.c	NO	NO	YES	NO	NO	NO	NO	NO	NO	NO	NO		FUNCTIONAL_REVIEW_REQUIRED	YES	MEDIUM	MUST_BACKPORT	APPLIED_F2FS_S04_STATIC_PASS
75	7be222de96c0f9eee6e65eeb017ef855ee185cfa	2d9c4a4ed4eef1f82c5b16b037aee8bad819fd53		f2fs: fix UAF caused by decrementing sbi->nr_pages[] in f2fs_write_end_io() 		50fa53eccf9f	F2FS	fs/f2fs/data.c	NO	NO	YES	NO	NO	NO	NO	NO	NO	NO	NO		FUNCTIONAL_REVIEW_REQUIRED	YES	MEDIUM	MUST_BACKPORT	APPLIED_F2FS_S04_STATIC_PASS
76	fafade22860a53255061eb537f1ca3b3469d18d9	6af249c996f7d73a3435f9e577956fa259347d18		f2fs: fix to do sanity check on dcc->discard_cmd_cnt conditionally 		2482c4325dfe	F2FS	fs/f2fs/f2fs.h,fs/f2fs/segment.c,fs/f2fs/super.c	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO		FUNCTIONAL_REVIEW_REQUIRED	NOT_YET_TESTED	LOW	SHOULD_BACKPORT	DEFERRED_AFTER_REVIEW
77	58ab0d1a891e8221e36bfbbf914f28ef3ca39eca	5471834a96fb697874be2ca0b052e74bcf3c23d1		f2fs: add READ_ONCE() for i_blocks in f2fs_update_inode() 		19f99cee206c	F2FS	fs/f2fs/inode.c	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO		FUNCTIONAL_REVIEW_REQUIRED	NOT_YET_TESTED	LOW	DO_NOT_BACKPORT	DEFERRED
78	75c1800246310853041c7c78d42c363d6e323767	95e159ad3e52f7478cfd22e44ec37c9f334f8993		f2fs: fix fiemap boundary handling when read extent cache is incomplete 		cd8fc5226bef	F2FS	fs/f2fs/data.c	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO		FUNCTIONAL_REVIEW_REQUIRED	YES	LOW	SHOULD_BACKPORT	APPLIED_F2FS_S04_STATIC_PASS
79	f5c604ef03e728e71380799c574afba06b1a6272	eb2ca3ca983551a80e16a4a25df5a4ce59df8484		f2fs: fix incorrect multidevice info in trace_f2fs_map_blocks() 		0094e98bd147	F2FS	fs/f2fs/data.c	NO	NO	NO	NO	YES	NO	NO	NO	NO	NO	NO		FUNCTIONAL_REVIEW_REQUIRED	NOT_YET_TESTED	MEDIUM	OPTIONAL_REVIEW	DEFERRED
80	ab1eaf9d5c99042f5b0243bf67a06283a4c0757f	ed78aeebef05212ef7dca93bd931e4eff67c113f		f2fs: fix node_cnt race between extent node destroy and writeback 		3fc5d5a182f6	F2FS	fs/f2fs/extent_cache.c	NO	NO	NO	NO	YES	NO	NO	NO	NO	NO	NO		FUNCTIONAL_REVIEW_REQUIRED	YES	MEDIUM	SHOULD_BACKPORT	APPLIED_F2FS_S04_STATIC_PASS
81	745b49c493e43ac939023a94481127c008da18ff	b635f2ecdb5ad34f9c967cabb704d6bed9382fd0		f2fs: fix uninitialized kobject put in f2fs_init_sysfs() 		a907f3a68ee26ba4	F2FS	fs/f2fs/sysfs.c	NO	NO	YES	NO	NO	NO	NO	NO	NO	NO	NO		FUNCTIONAL_REVIEW_REQUIRED	YES	MEDIUM	MUST_BACKPORT	APPLIED_F2FS_S04_STATIC_PASS
82	4b3a1bf4c2ffd4c9595d900ead78c9035894a025	5909bedbed38c558bee7cb6758ceedf9bc3a9194		f2fs: protect extension_list reading with sb_lock in f2fs_sbi_show() 		b6a06cbbb5f7	F2FS	fs/f2fs/sysfs.c	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO		FUNCTIONAL_REVIEW_REQUIRED	NOT_YET_TESTED	LOW	DO_NOT_BACKPORT	DEFERRED
83	037a534f18600e06f699c6764cb749aff3f425f3	68a0178981a0f493295afa29f8880246e561494c		f2fs: fix incorrect file address mapping when inline inode is unwritten 		67f8cf3cee6f	F2FS	fs/f2fs/inline.c	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO		FUNCTIONAL_REVIEW_REQUIRED	YES	LOW	SHOULD_BACKPORT	APPLIED_F2FS_S04_STATIC_PASS
84	ac7e7d18816e5177400f8b965ab64901b47b09c1	6a5e3de9c2bb0b691d16789a5d19e9276a09b308		f2fs: fix false alarm of lockdep on cp_global_sem lock 		c426d99127b1	F2FS	fs/f2fs/f2fs.h,fs/f2fs/super.c	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO		FUNCTIONAL_REVIEW_REQUIRED	NOT_YET_TESTED	LOW	SHOULD_BACKPORT	DEFERRED_AFTER_REVIEW
85	16161444c30d8dff9428abbae42b72ce4e32a932	5073c66a96a9c23c0c2533ed4ed06e42f9021208		f2fs: validate compress cache inode only when enabled 		6ce19aff0b8c	F2FS	fs/f2fs/inode.c	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO		FUNCTIONAL_REVIEW_REQUIRED	NOT_YET_TESTED	LOW	DO_NOT_BACKPORT	DEFERRED
86	bdccbae23b21fd11226a657b605c5b1456b3117b	4275b59673eb60b02eec3997816c83f1f4b909c4		f2fs: fix to round down start offset of fallocate for pin file 		f5a53edcf01e	F2FS	fs/f2fs/file.c	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO		FUNCTIONAL_REVIEW_REQUIRED	NOT_YET_TESTED	LOW	SHOULD_BACKPORT	DEFERRED_AFTER_REVIEW
87	aba4f94ac1832c7299c33e1b4fe5f87eef6dc8f1	c4810ada31e80cbe4011467c4f3b1e93f94134f3		f2fs: validate ACL entry sizes in f2fs_acl_from_disk() 		af48b85b8cd3	F2FS	fs/f2fs/acl.c	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO		FUNCTIONAL_REVIEW_REQUIRED	YES	LOW	MUST_BACKPORT	APPLIED_F2FS_S04_STATIC_PASS
88	58a5deb220bcac4c73bf58954c0845644c997487	1f70ddb28a3c71df124da5fa4040c808116d6bb9		f2fs: fix incorrect FI_NO_EXTENT handling in __destroy_extent_node() 		ed78aeebef05	F2FS	fs/f2fs/extent_cache.c	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO		FUNCTIONAL_REVIEW_REQUIRED	YES	LOW	SHOULD_BACKPORT	APPLIED_F2FS_S05_STATIC_PASS
89	603c55e992f8e9b16848835bdafade68fd593c43	6d874b65aadce56ac78f76129dbcfc2599b638f8		f2fs: keep atomic write retry from zeroing original data 		3db1de0e582c	F2FS	fs/f2fs/data.c	NO	YES	NO	NO	NO	NO	NO	NO	NO	NO	NO		FUNCTIONAL_REVIEW_REQUIRED	YES	MEDIUM	MUST_BACKPORT	APPLIED_F2FS_S05_STATIC_PASS
90	550511a2470f6d204fa07b331f048bd2d3c51280	846c499a65816d13f1186e3090e825e8bb8bcb8b		f2fs: validate orphan inode entry count 		127e670abfa7	F2FS	fs/f2fs/checkpoint.c,include/linux/f2fs_fs.h	NO	YES	NO	NO	NO	NO	NO	NO	NO	NO	REVIEW		FUNCTIONAL_REVIEW_REQUIRED	YES	HIGH	MUST_BACKPORT	APPLIED_F2FS_S05_STATIC_PASS
91	56038756aae68312df00d4aa1d97e51ef3aca725	e0288584baa5dc41df4a829a023c4c1b33fe53d7		f2fs: atomic: fix UAF issue on f2fs_inode_info.atomic_inode 		3db1de0e582c	F2FS	fs/f2fs/gc.c,fs/f2fs/inode.c	NO	NO	YES	NO	NO	NO	NO	NO	NO	NO	NO		FUNCTIONAL_REVIEW_REQUIRED	YES	MEDIUM	MUST_BACKPORT	APPLIED_F2FS_S06_STATIC_PASS
92	2a9f9791653ba5ed3fb45bbffa8d63a7cd5cf706	378acf3cf19b6af6cba55e8dd1154c4e1504bae8		f2fs: bound i_inline_xattr_size for non-inline-xattr inodes 		6afc662e68b5	F2FS	fs/f2fs/inode.c	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO	NO		FUNCTIONAL_REVIEW_REQUIRED	NOT_YET_TESTED	LOW	DO_NOT_BACKPORT	DEFERRED
93	44480f7e3f8369671452c0d262831c51aa5a9c20	dd3114870771562036fdcf5abe813956f36d224d		f2fs: fix potential deadlock in f2fs_balance_fs() 			F2FS	fs/f2fs/data.c,fs/f2fs/f2fs.h,fs/f2fs/segment.c	NO	NO	NO	YES	NO	NO	NO	NO	NO	NO	NO		FUNCTIONAL_REVIEW_REQUIRED	YES	MEDIUM	MUST_BACKPORT	APPLIED_F2FS_S05_STATIC_PASS
94	b885c7783c19c36c7bf899492a0bffcd68afa8c7	8b4468ec023d0d1b4669dfb867588997cc03a06b		f2fs: fix potential deadlock in gc_merge path of f2fs_balance_fs() 		351df4b20115	F2FS	fs/f2fs/segment.c	NO	NO	NO	YES	NO	NO	NO	NO	NO	NO	NO		FUNCTIONAL_REVIEW_REQUIRED	YES	MEDIUM	MUST_BACKPORT	APPLIED_F2FS_S05_STATIC_PASS
95	7dd01f7d0291583e3e5420c95c7d584e114899bd	5ef5bc304f23c3fe255d4936472378dcb74d0e94		f2fs: fix listxattr handling of corrupted xattr entries 		688078e7f36c	F2FS	fs/f2fs/xattr.c	NO	YES	NO	NO	NO	NO	NO	NO	NO	NO	NO		FUNCTIONAL_REVIEW_REQUIRED	YES	MEDIUM	MUST_BACKPORT	APPLIED_F2FS_S05_STATIC_PASS
96	eff39322a57ce396f6fa67a671f4c59af6c4b796	dd015b566d505d698386103e9c80b739c7336eb8		fscrypt: Fix key setup in edge case with multiple data unit sizes 		5b1188847180	FSCRYPT	fs/crypto/fscrypt_private.h,fs/crypto/inline_crypt.c,fs/crypto/keyring.c,fs/crypto/keysetup.c	NO	NO	NO	NO	NO	YES	NO	NO	YES	NO	NO		FUNCTIONAL_REVIEW_REQUIRED	NOT_YET_TESTED	HIGH	SHOULD_BACKPORT	DEFERRED_AFTER_REVIEW
97	6f25c42d02b611f463e725e759d24417d33f20eb	696c030e1e3438955aba443b308ee8b6faa3983e		fscrypt: Replace mk_users keyring with simple list 		23c688b54016	FSCRYPT	fs/crypto/fscrypt_private.h,fs/crypto/keyring.c	NO	NO	NO	NO	NO	YES	NO	NO	YES	NO	NO		FUNCTIONAL_REVIEW_REQUIRED	NOT_YET_TESTED	HIGH	OPTIONAL_REVIEW	DEFERRED
98	deff41898a5ae3a47db5fa1896a494aa95efda5d	b5fa40226e71c17847b9ff2816c6ca4133d0d994		fscrypt: Add missing superblock check in find_or_insert_direct_key() 	CVE-2026-68148	22e9947a4b2b	FSCRYPT	fs/crypto/keysetup_v1.c	YES	NO	NO	NO	NO	YES	NO	NO	YES	NO	NO		FUNCTIONAL_REVIEW_REQUIRED	YES	HIGH	MUST_BACKPORT	APPLIED_F2FS_S02_STATIC_PASS
99	97a688563be71ec6fefc071aff69a66c69dbe244	6fe4e4b8259e1330945b5f3c9476e08473b8e0e8		fscrypt: Avoid dynamic allocation in fscrypt_get_devices() 	CVE-2026-68147	22e9947a4b2b	F2FS+FSCRYPT	fs/crypto/inline_crypt.c,fs/f2fs/super.c,include/linux/fscrypt.h	YES	NO	NO	NO	NO	YES	NO	NO	YES	NO	YES	ed9f54727ab32304aaa43ac8ad777e75ab0747d4+OOS_KABI_REVIEW	FUNCTIONAL_REVIEW_REQUIRED	YES	HIGH	MUST_BACKPORT	APPLIED_F2FS_S01_STATIC_PASS
100	d3eb8451d529ea452740d1a2bc395a1d20c48133	981ccd97f7153d310dfa92a534525bbaf46752c2		dm: avoid leaking the caller's thread keyring via the table device file 	CVE-2026-72103	a28d893eb327	DM	drivers/md/dm.c	YES	NO	NO	NO	NO	NO	NO	NO	NO	YES	NO	cf71329cf9715dbf22d24af480e8fa91cafe193b+fd5aaed92afd745643b9aea3166f152a17c939fe	FUNCTIONAL_REVIEW_REQUIRED	YES	HIGH	MUST_BACKPORT	APPLIED_F2FS_S02_STATIC_PASS
101	6a67c460b12315033268dce597546984fe5739e7	cf6c993c0feca7984797e634deba3c80342e199a		fscrypt: use the mount idmap for the owner check in fscrypt_ioctl_set_policy() 	CVE-2026-74595	14f3db5542e6	FSCRYPT	fs/crypto/policy.c	YES	NO	NO	NO	NO	YES	NO	NO	YES	NO	NO		FUNCTIONAL_REVIEW_REQUIRED	YES	HIGH	MUST_BACKPORT	APPLIED_F2FS_S02_STATIC_PASS
102	ed9f54727ab32304aaa43ac8ad777e75ab0747d4	ed9f54727ab32304aaa43ac8ad777e75ab0747d4	ed9f54727ab32304aaa43ac8ad777e75ab0747d4	BACKPORT: fscrypt: Avoid dynamic allocation in fscrypt_get_devices() 	CVE-2026-68147	22e9947a4b2b	F2FS+FSCRYPT	fs/crypto/inline_crypt.c,fs/f2fs/super.c,include/linux/fscrypt.h	YES	NO	NO	NO	NO	YES	NO	NO	YES	NO	YES	97a688563be71ec6fefc071aff69a66c69dbe244	FUNCTIONAL_REVIEW_REQUIRED	YES	HIGH	MUST_BACKPORT	APPLIED_F2FS_S01_STATIC_PASS
103	7dd611131d82d7fc4212b555eb1103160bdad302	edf7e9040fc52c922db947f9c6c36f07377c52ea		f2fs: fix UAF issue in f2fs_merge_page_bio()		50fa53eccf9f	F2FS	fs/f2fs/data.c	NO	NO	YES	NO	YES	NO	NO	NO	NO	NO	NO		NO	YES	MEDIUM	MUST_BACKPORT	APPLIED_F2FS_S05_STATIC_PASS
104	7cd460bd9e7c6e6c30a33982603f65fb5deab1e4	3147ee567dd9004a49826ddeaf0a4b12865d4409		f2fs: fix potential deadloop in prepare_compress_overwrite()		4c8ff7095bef	F2FS	fs/f2fs/compress.c,fs/f2fs/data.c	NO	NO	NO	YES	NO	NO	NO	NO	NO	NO	NO		YES	YES	LOW	ALREADY_PRESENT	ALREADY_PRESENT_IN_FINAL_SOURCE
